time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-18T21:44:01.000Z,63.5363,-150.9549,8.9,0.6,ml,,,,0.4,ak,ak11517183,2015-02-24T20:56:23.895Z,"101km W of Cantwell, Alaska",earthquake
2015-02-18T21:42:56.450Z,36.0518333,-117.5891667,1.1,1.34,ml,25,72,0.08139,0.34,ci,ci37318536,2015-02-19T15:35:15.480Z,"31km ENE of Little Lake, California",earthquake
2015-02-18T21:37:37.000Z,61.7103,-151.8518,107.8,1.5,ml,,,,0.45,ak,ak11517182,2015-02-24T20:56:23.200Z,"95km W of Willow, Alaska",earthquake
2015-02-18T21:36:47.450Z,36.5882,-97.6155,6.75,3.1,mb_lg,,63,0.307,0.34,us,usc000trbc,2015-02-18T23:14:18.240Z,"26km SSE of Medford, Oklahoma",earthquake
2015-02-18T21:34:23.040Z,34.0648333,-117.3021667,18.22,0.96,ml,24,80,0.09362,0.11,ci,ci37318528,2015-02-20T16:26:15.916Z,"2km SE of Colton, California",earthquake
2015-02-18T21:29:32.000Z,62.8181,-151.0738,97,2,ml,,,,0.51,ak,ak11512550,2015-02-24T20:54:04.855Z,"74km NW of Talkeetna, Alaska",earthquake
2015-02-18T21:26:39.000Z,63.5192,-147.7552,10.7,0.8,ml,,,,0.37,ak,ak11512544,2015-02-24T20:54:24.440Z,"61km ENE of Cantwell, Alaska",earthquake
2015-02-18T21:20:35.120Z,38.7560005,-122.7145004,2.59,1.1,md,11,173,0.01701,0.04,nc,nc72396925,2015-02-19T02:12:05.017Z,"4km ESE of The Geysers, California",earthquake
2015-02-18T21:20:30.000Z,60.4908,-152.8957,1.9,0.8,ml,,,,0.63,ak,ak11517179,2015-02-24T20:56:19.508Z,"8km W of Redoubt Volcano, Alaska",earthquake
2015-02-18T21:19:58.000Z,63.0169,-156.0558,0.3,3,ml,,,,0.46,ak,ak11512541,2015-02-24T20:57:19.560Z,"24km WNW of McGrath, Alaska",earthquake
2015-02-18T21:16:16.590Z,38.8356667,-122.7916641,3.25,1.26,md,18,116,0.01889,0.21,nc,nc72396920,2015-02-19T01:43:05.032Z,"6km WNW of Cobb, California",earthquake
2015-02-18T21:10:34.540Z,49.1533333,-122.1838333,0,1.79,md,9,268,0.1682,0.22,uw,uw60972091,2015-02-20T18:54:07.770Z,"9km ENE of Mission, Canada",explosion
2015-02-18T21:09:43.000Z,60.3405,-141.6468,17.9,1.5,ml,,,,0.49,ak,ak11512530,2015-02-24T20:54:40.238Z,"53km NE of Cape Yakataga, Alaska",earthquake
2015-02-18T21:08:45.030Z,33.5481667,-116.5501667,19.14,0.61,ml,20,85,0.01852,0.17,ci,ci37318520,2015-02-19T15:34:31.399Z,"12km E of Anza, California",earthquake
2015-02-18T21:04:45.000Z,63.0585,-150.1129,8.2,0.8,ml,,,,0.58,ak,ak11517176,2015-02-24T20:56:18.681Z,"69km WSW of Cantwell, Alaska",earthquake
2015-02-18T21:04:29.650Z,38.7551651,-122.7158356,2.71,1.5,md,17,103,0.01811,0.05,nc,nc72396915,2015-02-19T01:13:04.196Z,"4km SE of The Geysers, California",earthquake
2015-02-18T21:03:06.630Z,38.7519989,-122.6894989,0.08,1.22,md,10,229,0.005741,0.23,nc,nc72396910,2015-02-19T00:44:07.611Z,"6km W of Middletown, California",earthquake
2015-02-18T21:02:08.000Z,61.3764,-151.136,63.2,1.4,ml,,,,0.73,ak,ak11512512,2015-02-24T20:55:08.095Z,"65km WSW of Big Lake, Alaska",earthquake
2015-02-18T20:42:06.710Z,37.3225,-122.1005,0.01,1.63,md,28,54,0.01301,0.06,nc,nc72396905,2015-02-19T16:41:47.800Z,"3km S of Loyola, California",quarry blast
2015-02-18T20:40:20.590Z,36.3023333,-120.8186667,7.47,2.01,md,46,135,0.07055,0.11,nc,nc72396900,2015-02-19T21:02:02.297Z,"29km ENE of King City, California",earthquake
2015-02-18T20:31:34.000Z,51.4994,-176.6736,40.6,2.4,ml,,,,0.47,ak,ak11512432,2015-02-24T20:54:23.676Z,"42km S of Adak, Alaska",earthquake
2015-02-18T20:28:55.700Z,36.8385,-98.169,5,2.7,ml,,208,,0.91,us,usc000trb2,2015-02-19T23:37:05.863Z,"19km ENE of Cherokee, Oklahoma",earthquake
2015-02-18T20:27:59.980Z,34.8673333,-118.7855,0.03,1.21,ml,13,71,0.09015,0.31,ci,ci37318512,2015-02-20T23:53:50.851Z,"8km ENE of Lebec, California",earthquake
2015-02-18T20:20:13.270Z,1.1704,127.8651,12.42,4.5,mb,,147,0.636,1.04,us,usb000tqee,2015-02-20T00:27:08.065Z,"63km SSW of Tobelo, Indonesia",earthquake
2015-02-18T20:18:22.270Z,37.496,-122.398,0.01,1.29,md,14,146,0.02119,0.15,nc,nc72396895,2015-02-20T23:34:36.220Z,"4km NE of Half Moon Bay, California",quarry blast
2015-02-18T20:15:14.530Z,38.824501,-122.8026657,3.21,0.18,md,8,99,0.005891,0.02,nc,nc72396890,2015-02-18T20:59:04.944Z,"6km W of Cobb, California",earthquake
2015-02-18T20:06:27.000Z,62.8536,-150.8296,90,1.8,ml,,,,0.49,ak,ak11512401,2015-02-24T20:54:42.615Z,"69km NNW of Talkeetna, Alaska",earthquake
2015-02-18T19:58:16.140Z,19.6101,-70.6482,16.07,4.5,mwr,,80,0.196,1.1,us,usb000tqe1,2015-02-19T23:31:04.110Z,"2km NNE of Pedro Garcia, Dominican Republic",earthquake
2015-02-18T19:58:10.600Z,38.8348351,-122.7911682,2.43,0.82,md,9,169,0.0139,0.01,nc,nc72396880,2015-02-18T19:59:49.090Z,"6km WNW of Cobb, California",earthquake
2015-02-18T19:52:59.800Z,35.7775,-118.0391667,7.81,1.03,ml,20,100,0.1051,0.27,ci,ci37318504,2015-02-19T15:34:33.761Z,"21km SW of Little Lake, California",earthquake
2015-02-18T19:52:36.400Z,36.249,-120.8105,6.67,1.21,md,27,134,0.03386,0.05,nc,nc72396875,2015-02-21T01:21:04.770Z,"28km E of King City, California",earthquake
2015-02-18T19:32:22.710Z,37.5955,-118.769,4.19,0.64,md,17,100,0.04806,0.02,nc,nc72396870,2015-02-18T22:42:04.081Z,"18km ESE of Mammoth Lakes, California",earthquake
2015-02-18T19:29:13.700Z,36.5578,-98.1574,5.872,3.2,ml,,109,,0.65,us,usb000tqdw,2015-02-19T23:39:49.876Z,"10km E of Helena, Oklahoma",earthquake
2015-02-18T19:26:33.000Z,65.1697,-148.9213,3.1,0.4,ml,,,,0.6,ak,ak11517172,2015-02-24T20:56:17.992Z,"55km NW of Ester, Alaska",earthquake
2015-02-18T19:14:45.780Z,38.7545013,-122.7128296,2.78,0.99,md,12,104,0.01692,0.03,nc,nc72396865,2015-02-18T20:10:07.261Z,"4km SE of The Geysers, California",earthquake
2015-02-18T19:11:32.730Z,38.786335,-122.7478333,9.97,0.57,md,7,188,0.009216,0.04,nc,nc72396855,2015-02-18T20:13:02.806Z,"1km NE of The Geysers, California",earthquake
2015-02-18T19:11:04.660Z,38.8089981,-122.7738342,2.57,0.55,md,11,87,0.006837,0.01,nc,nc72396850,2015-02-18T20:13:02.603Z,"3km NNW of The Geysers, California",earthquake
2015-02-18T19:10:17.500Z,36.5571,-98.1557,5.535,3.4,ml,,109,,0.8,us,usb000tqdt,2015-02-19T23:53:23.439Z,"10km E of Helena, Oklahoma",earthquake
2015-02-18T19:08:49.310Z,38.814,-122.8151667,3.5,0.36,md,18,86,0.01019,0.02,nc,nc72396845,2015-02-20T22:53:07.277Z,"6km NW of The Geysers, California",earthquake
2015-02-18T19:07:21.000Z,63.2665,-144.0152,7,0.8,ml,,,,0.44,ak,ak11512287,2015-02-24T20:56:17.341Z,"52km W of Tok, Alaska",earthquake
2015-02-18T19:01:04.000Z,38.7921677,-122.7773361,3.78,1.89,md,36,39,0.008331,0.02,nc,nc72396840,2015-02-18T21:53:07.242Z,"2km NW of The Geysers, California",earthquake
2015-02-18T18:53:51.930Z,38.8221664,-122.8093338,3.2,0.89,md,18,71,0.001356,0.03,nc,nc72396835,2015-02-18T19:33:02.487Z,"6km NW of The Geysers, California",earthquake
2015-02-18T18:50:47.530Z,-10.7625,163.9831,22.54,4.9,mb,,115,4.185,1.01,us,usb000tqdp,2015-02-19T02:53:20.775Z,"202km W of Lata, Solomon Islands",earthquake
2015-02-18T18:44:34.000Z,62.0922,-151.1834,80.7,1.8,ml,,,,0.41,ak,ak11517170,2015-02-24T20:56:22.490Z,"61km WSW of Talkeetna, Alaska",earthquake
2015-02-18T18:43:27.600Z,38.8419991,-122.8263321,2.07,0.68,md,8,94,0.007919,0.03,nc,nc72396830,2015-02-18T19:20:03.694Z,"9km WNW of Cobb, California",earthquake
2015-02-18T18:40:27.440Z,36.2955,-89.5215,8.6,1.33,md,15,63,0.04032,0.07,nm,nm60069562,2015-02-19T13:50:41.780Z,"4km NW of Ridgely, Tennessee",earthquake
2015-02-18T18:36:56.170Z,33.8836667,-116.7838333,14.4,1.08,ml,42,57,0.0512,0.26,ci,ci37318488,2015-02-19T15:35:24.150Z,"4km S of Cabazon, California",earthquake
2015-02-18T18:36:26.580Z,44.7805,-111.1791667,9.42,0.8,md,9,77,0.032,0.13,uu,uu60102237,2015-02-19T18:10:12.360Z,"14km NNW of West Yellowstone, Montana",earthquake
2015-02-18T18:30:59.000Z,63.6765,-151.818,0.1,1.6,ml,,,,,ak,ak11512278,2015-02-18T19:19:46.532Z,"142km W of Healy, Alaska",earthquake
2015-02-18T18:26:11.600Z,46.1876,-112.0956,14.1,1.2,mc,21,71.9999942400005,0.3808857,0.1,mb,mb15185127,2015-02-19T23:56:41.076Z,"5km SSE of Boulder, Montana",earthquake
2015-02-18T18:14:25.100Z,19.2412,-155.4605,33.7,1.7,Md,,90,0.03593261,0.09,hv,hv60854461,2015-02-20T00:11:38.098Z,"4km NNE of Pahala, Hawaii",earthquake
2015-02-18T18:12:27.200Z,19.2422,-155.4613,33.6,1.7,Md,,86.4,0.03593261,0.1,hv,hv60854456,2015-02-19T23:35:01.921Z,"4km NNE of Pahala, Hawaii",earthquake
2015-02-18T18:00:27.290Z,38.826,-122.8411667,1.56,0.58,md,22,46,0.005592,0.02,nc,nc72396815,2015-02-20T22:58:02.030Z,"9km NW of The Geysers, California",earthquake
2015-02-18T17:58:28.140Z,38.7729988,-122.7908325,12.57,0.93,md,19,102,0.01805,0.11,nc,nc72396810,2015-02-18T18:13:05.271Z,"3km W of The Geysers, California",earthquake
2015-02-18T17:55:08.000Z,61.8952,-150.4748,55.8,1.3,ml,,,,0.74,ak,ak11512182,2015-02-24T20:55:07.389Z,"28km NW of Willow, Alaska",earthquake
2015-02-18T17:53:26.120Z,44.8615,146.9166,161.38,4.4,mb,,170,3.182,0.72,us,usb000tqd9,2015-02-20T00:14:06.861Z,"86km WSW of Kuril'sk, Russia",earthquake
2015-02-18T17:50:16.481Z,36.5415,-116.9862,6.5143,0.68,ml,15,149.7,0.183,0.1188,nn,nn00483493,2015-02-19T19:40:42.110Z,"45km SSW of Beatty, Nevada",earthquake
2015-02-18T17:41:32.340Z,46.1968333,-122.1828333,2.44,1.6,md,8,138,0.01795,0.07,uw,uw60971791,2015-02-21T22:05:50.180Z,"37km NNE of Amboy, Washington",earthquake
2015-02-18T17:29:23.530Z,34.7548333,-121.125,4.94,2.54,md,67,233,0.4394,0.17,nc,nc72396805,2015-02-19T03:40:26.535Z,"55km W of Vandenberg Air Force Base, California",earthquake
2015-02-18T17:25:16.220Z,-10.8314,164.1942,21.77,4.7,mb,,96,4.404,0.81,us,usb000tqdf,2015-02-20T00:00:25.939Z,"179km W of Lata, Solomon Islands",earthquake
2015-02-18T17:25:16.000Z,62.6012,-149.0674,11,0.9,ml,,,,0.63,ak,ak11512113,2015-02-24T20:54:22.973Z,"62km ENE of Talkeetna, Alaska",earthquake
2015-02-18T17:21:55.770Z,33.6596667,-116.776,15.07,0.42,ml,13,160,0.06655,0.07,ci,ci37318472,2015-02-20T16:11:47.338Z,"10km SSW of Idyllwild, California",earthquake
2015-02-18T17:17:06.000Z,63.5268,-147.3993,1,1,ml,,,,0.61,ak,ak11512095,2015-02-24T20:55:06.493Z,"78km ENE of Cantwell, Alaska",earthquake
2015-02-18T17:16:04.318Z,37.1286,-117.2297,15.5788,0.12,ml,7,160.07,0.216,0.1111,nn,nn00484455,2015-02-24T18:47:33.083Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-18T17:12:14.000Z,54.1856,-164.1569,40.9,1.9,ml,,,,0.33,ak,ak11517166,2015-02-24T20:56:16.660Z,"88km SSW of False Pass, Alaska",earthquake
2015-02-18T17:09:42.260Z,-10.6667,164.0727,18.55,5.4,mb,,58,4.241,0.82,us,usb000tqd1,2015-02-19T01:12:27.281Z,"192km W of Lata, Solomon Islands",earthquake
2015-02-18T17:08:47.930Z,33.8761667,-116.879,13.98,2.29,ml,91,20,0.08011,0.23,ci,ci37318464,2015-02-19T15:36:32.680Z,"6km S of Banning, California",earthquake
2015-02-18T17:07:11.280Z,40.2995,-124.5936667,18.15,2.09,md,27,236,0.2376,0.17,nc,nc72396785,2015-02-20T07:29:04.534Z,"41km SW of Ferndale, California",earthquake
2015-02-18T17:07:06.640Z,34.3435,-116.8806667,0.71,1.34,ml,45,47,0.04425,0.22,ci,ci37318456,2015-02-19T16:59:46.465Z,"10km NNW of Big Bear City, California",earthquake
2015-02-18T17:04:40.320Z,32.6261667,-115.6913333,7.46,1.34,ml,12,141,0.03752,0.24,ci,ci37318448,2015-02-19T16:51:51.582Z,"11km WNW of Progreso, B.C., Mexico",earthquake
2015-02-18T17:00:31.690Z,38.8156667,-122.7856667,2.45,0.22,md,15,59,0.004575,0.02,nc,nc72396775,2015-02-20T21:42:06.622Z,"4km NNW of The Geysers, California",earthquake
2015-02-18T16:59:37.630Z,8.8853,-82.9175,28.29,4.5,mb,,137,1.618,0.8,us,usc000trc5,2015-02-18T22:40:36.927Z,"9km NE of San Vito, Costa Rica",earthquake
2015-02-18T16:55:49.000Z,62.5788,-149.1235,13,0.8,ml,,,,0.47,ak,ak11512076,2015-02-24T20:54:41.798Z,"58km ENE of Talkeetna, Alaska",earthquake
2015-02-18T16:48:31.788Z,41.8475,-119.6834,6.396,1.43,ml,4,224.42,0.137,0.0938,nn,nn00483492,2015-02-20T19:30:35.810Z,"71km SE of Lakeview, Oregon",earthquake
2015-02-18T16:44:28.000Z,62.082,-153.284,4.6,1.3,ml,,,,0.49,ak,ak11517164,2015-02-24T20:56:15.886Z,"153km SE of McGrath, Alaska",earthquake
2015-02-18T16:38:26.070Z,33.518,-116.4398333,10.36,0.88,ml,26,56,0.01298,0.26,ci,ci37318440,2015-02-18T16:59:47.240Z,"20km SW of La Quinta, California",earthquake
2015-02-18T16:30:47.070Z,37.6438333,-118.933,7.77,1.03,md,27,67,0.02281,0.04,nc,nc72396770,2015-02-19T00:56:03.800Z,"3km E of Mammoth Lakes, California",earthquake
2015-02-18T16:27:33.000Z,61.9059,-149.2431,4.5,1,ml,,,,0.45,ak,ak11512002,2015-02-24T20:54:48.459Z,"18km N of Fishhook, Alaska",earthquake
2015-02-18T16:27:27.500Z,-10.8207,163.8516,44.31,5.1,mb,,52,4.081,1.08,us,usb000tqcy,2015-02-19T00:29:54.909Z,"215km E of Kirakira, Solomon Islands",earthquake
2015-02-18T16:24:40.010Z,35.9225,-120.4715,4.93,0.47,md,25,95,0.01699,0.05,nc,nc72396765,2015-02-18T22:35:03.316Z,"26km SSW of Coalinga, California",earthquake
2015-02-18T16:22:55.990Z,33.5246667,-116.7368333,4.16,0.4,ml,15,178,0.04063,0.07,ci,ci37318432,2015-02-19T16:48:31.930Z,"7km WSW of Anza, California",earthquake
2015-02-18T16:12:38.320Z,46.847,-121.9935,6.58,0.04,md,7,299,0.1331,0.53,uw,uw60971626,2015-02-18T18:11:16.470Z,"20km E of Eatonville, Washington",earthquake
2015-02-18T16:09:01.000Z,67.6053,-148.9068,9.1,1.5,ml,,,,0.48,ak,ak11517162,2015-02-24T20:56:33.654Z,"67km NE of Coldfoot, Alaska",earthquake
2015-02-18T16:04:19.500Z,36.0688333,-117.8646667,2.51,0.53,ml,8,147,0.04945,0.09,ci,ci37318424,2015-02-20T16:05:59.779Z,"8km ENE of Coso Junction, California",earthquake
2015-02-18T15:59:51.000Z,62.9356,-151.2404,126.3,1.5,ml,,,,0.42,ak,ak11517161,2015-02-24T20:56:32.991Z,"89km NW of Talkeetna, Alaska",earthquake
2015-02-18T15:59:24.720Z,38.8188324,-122.802002,2.32,0.3,md,9,183,0.02156,0.02,nc,nc72396760,2015-02-18T18:25:04.872Z,"6km W of Cobb, California",earthquake
2015-02-18T15:53:47.290Z,38.3111667,-122.1973333,10.61,2.42,md,90,112,0.03396,0.13,nc,nc72396755,2015-02-18T22:22:05.938Z,"7km ENE of Napa, California",earthquake
2015-02-18T15:50:15.000Z,62.2787,-148.2269,45.3,1,ml,,,,0.35,ak,ak11511981,2015-02-24T20:54:49.910Z,"62km NNE of Sutton-Alpine, Alaska",earthquake
2015-02-18T15:49:05.130Z,38.8196678,-122.8101654,3.33,1.36,md,38,38,0.003722,0.03,nc,nc72396745,2015-02-18T16:57:08.150Z,"6km NW of The Geysers, California",earthquake
2015-02-18T15:40:39.890Z,36.8975,-121.487,9.41,1.23,md,39,49,0.03101,0.22,nc,nc72396740,2015-02-20T19:52:07.065Z,"7km NE of San Juan Bautista, California",earthquake
2015-02-18T15:30:43.350Z,36.0221667,-117.7706667,2.06,0.73,ml,11,85,0.005332,0.13,ci,ci37318416,2015-02-20T16:03:24.724Z,"16km NE of Little Lake, California",earthquake
2015-02-18T15:28:58.050Z,36.02,-117.7721667,1.53,0.62,ml,10,85,0.007641,0.1,ci,ci37318408,2015-02-20T16:01:14.709Z,"15km NE of Little Lake, California",earthquake
2015-02-18T15:26:59.000Z,61.3028,-145.2584,12.7,1,ml,,,,0.64,ak,ak11511914,2015-02-24T20:54:22.244Z,"49km WSW of Chitina, Alaska",earthquake
2015-02-18T15:17:50.000Z,61.186,-149.8509,26.5,1.6,ml,,,,0.58,ak,ak11511909,2015-02-24T20:55:05.613Z,"4km SE of Anchorage, Alaska",earthquake
2015-02-18T15:12:48.480Z,36.0225,-117.7953333,3.32,0.2,ml,4,138,0.02453,0.29,ci,ci37318392,2015-02-19T16:42:18.514Z,"14km NE of Little Lake, California",earthquake
2015-02-18T15:12:11.537Z,41.8632,-119.668,4.2305,0.61,ml,4,222.04,0.132,0.0671,nn,nn00483494,2015-02-18T17:58:43.612Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-18T15:11:07.000Z,63.2543,-151.4266,3.4,0.7,ml,,,,0.75,ak,ak11517157,2015-02-24T20:56:32.252Z,"123km NNW of Talkeetna, Alaska",earthquake
2015-02-18T15:02:21.000Z,59.4783,-137.4584,1.3,2.2,ml,,,,0.73,ak,ak11511905,2015-02-24T20:54:21.538Z,"117km WNW of Haines, Alaska",earthquake
2015-02-18T15:01:29.040Z,36.0251667,-117.774,1.62,0.84,ml,11,85,0.007085,0.15,ci,ci37318384,2015-02-19T16:38:53.467Z,"16km NE of Little Lake, California",earthquake
2015-02-18T14:57:38.010Z,33.4735,-116.568,9.46,1.02,ml,36,44,0.03555,0.21,ci,ci37318376,2015-02-18T17:00:52.710Z,"13km SE of Anza, California",earthquake
2015-02-18T14:52:58.010Z,36.0211667,-117.7685,1.87,1.13,ml,11,104,0.004814,0.15,ci,ci37318368,2015-02-19T14:48:07.519Z,"16km NE of Little Lake, California",earthquake
2015-02-18T14:52:21.000Z,59.7632,-153.4251,141.7,2,ml,,,,0.63,ak,ak11517155,2015-02-24T20:56:15.129Z,"83km E of Old Iliamna, Alaska",earthquake
2015-02-18T14:51:49.900Z,37.6206667,-118.8381667,9.09,0.49,md,15,149,0.01736,0.03,nc,nc72396720,2015-02-19T00:42:07.082Z,"12km ESE of Mammoth Lakes, California",earthquake
2015-02-18T14:50:45.410Z,36.0241667,-117.7758333,1.5,1.89,ml,29,49,0.008634,0.17,ci,ci37318360,2015-02-19T14:43:51.133Z,"15km NE of Little Lake, California",earthquake
2015-02-18T14:37:49.070Z,38.8231659,-122.8430023,2.58,0.57,md,13,74,0.006228,0.02,nc,nc72396715,2015-02-18T15:32:13.774Z,"9km NW of The Geysers, California",earthquake
2015-02-18T14:37:35.100Z,36.0551667,-117.581,6.3,0.3,ml,7,114,0.07459,0.18,ci,ci37318352,2015-02-19T14:40:02.433Z,"32km ENE of Little Lake, California",earthquake
2015-02-18T14:36:44.000Z,59.7584,-151.6318,64,1.2,ml,,,,0.35,ak,ak11511829,2015-02-24T20:54:20.782Z,"10km NNW of Diamond Ridge, Alaska",earthquake
2015-02-18T14:31:53.900Z,2.732,128.5544,239,5.2,mb,,22,2.28,0.67,us,usb000tq9w,2015-02-18T22:34:26.816Z,"126km NNE of Tobelo, Indonesia",earthquake
2015-02-18T14:28:59.879Z,41.9129,-119.5792,6.1951,2.01,ml,5,123.16,0.164,0.1014,nn,nn00483452,2015-02-20T19:32:10.390Z,"73km ESE of Lakeview, Oregon",earthquake
2015-02-18T14:28:17.000Z,63.2455,-150.7351,127.9,1.4,ml,,,,0.28,ak,ak11517153,2015-02-24T20:56:31.482Z,"90km W of Cantwell, Alaska",earthquake
2015-02-18T14:28:00.000Z,63.9491,-149.8659,9.7,0.8,ml,,,,0.78,ak,ak11511826,2015-02-24T20:54:49.145Z,"45km WNW of Healy, Alaska",earthquake
2015-02-18T14:20:32.900Z,18.2437,-67.3985,68,2.3,Md,5,280.8,0.35213959,0.3,pr,pr15049000,2015-02-18T15:50:32.915Z,"18km WSW of Stella, Puerto Rico",earthquake
2015-02-18T14:06:25.000Z,63.3971,-149.9166,101.1,1,ml,,,,0.43,ak,ak11517151,2015-02-24T20:56:30.720Z,"48km W of Cantwell, Alaska",earthquake
2015-02-18T14:04:38.000Z,58.5622,-136.9227,5.8,1.8,ml,,,,0.34,ak,ak11517150,2015-02-24T20:56:29.972Z,"71km WNW of Gustavus, Alaska",earthquake
2015-02-18T13:55:51.340Z,41.8397,-119.6637,5.9237,0.67,ml,4,226.04,0.152,0.0668,nn,nn00483533,2015-02-18T22:16:45.298Z,"68km SE of Lakeview, Oregon",earthquake
2015-02-18T13:54:51.796Z,41.8405,-119.6455,7.7005,0.95,ml,5,226.19,0.16,0.1277,nn,nn00483532,2015-02-18T22:16:07.466Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-18T13:52:48.444Z,41.8415,-119.643,6.7347,1.43,ml,5,226.08,0.16,0.1455,nn,nn00483455,2015-02-18T14:50:07.252Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-18T13:52:35.400Z,32.5193333,-116.1256667,8.69,2.19,ml,26,95,0.1311,0.24,ci,ci37318344,2015-02-18T16:59:32.371Z,"27km SSW of Ocotillo, California",earthquake
2015-02-18T13:51:31.000Z,62.2083,-148.1052,14.1,0.7,ml,,,,0.49,ak,ak11511821,2015-02-24T20:55:04.803Z,"60km NE of Sutton-Alpine, Alaska",earthquake
2015-02-18T13:49:29.650Z,37.252,71.6971,125.95,4.3,mb,,59,0.904,0.7,us,usb000tq9t,2015-02-18T21:52:05.295Z,"11km W of Roshtqal'a, Tajikistan",earthquake
2015-02-18T13:46:07.170Z,33.4638333,-116.5806667,12.06,1.88,ml,17,106,0.03566,0.19,ci,ci37318336,2015-02-18T13:50:14.745Z,"13km SE of Anza, California",earthquake
2015-02-18T13:45:03.140Z,33.1941667,-115.6383333,1.1,1.5,ml,21,71,0.0172,0.3,ci,ci37318328,2015-02-18T16:59:52.819Z,"12km WSW of Niland, California",earthquake
2015-02-18T13:40:58.710Z,33.1775,-115.6253333,1.37,1.85,ml,21,75,0.006074,0.33,ci,ci37318320,2015-02-18T17:03:03.742Z,"12km WNW of Calipatria, California",earthquake
2015-02-18T13:33:26.800Z,47.235,-120.677,8.2,0.1,md,3,172,0.02082,0.02,uw,uw60106408,2015-02-21T22:14:43.170Z,"20km ENE of Cle Elum, Washington",earthquake
2015-02-18T13:31:22.863Z,37.1308,-117.2322,15.5175,1.66,ml,14,108.78,0.172,0.1369,nn,nn00483450,2015-02-19T19:31:16.757Z,"48km WNW of Beatty, Nevada",earthquake
2015-02-18T13:30:12.000Z,63.3393,-151.6804,12.5,0.8,ml,,,,0.72,ak,ak11517148,2015-02-24T20:56:14.453Z,"136km W of Cantwell, Alaska",earthquake
2015-02-18T13:27:53.000Z,52.1515,-168.7838,50.3,2.2,ml,,,,0.47,ak,ak11517147,2015-02-24T20:56:29.298Z,"87km S of Nikolski, Alaska",earthquake
2015-02-18T13:23:29.460Z,37.6456667,-118.9313333,8.68,0.48,md,20,118,0.02228,0.03,nc,nc72396710,2015-02-19T00:18:05.201Z,"3km E of Mammoth Lakes, California",earthquake
2015-02-18T13:20:53.750Z,33.5096667,-116.461,8.42,0.56,ml,19,106,0.03252,0.17,ci,ci37318304,2015-02-18T17:00:12.662Z,"20km ESE of Anza, California",earthquake
2015-02-18T13:19:38.310Z,36.1033333,-117.8551667,3.59,0.5,ml,10,82,0.01438,0.11,ci,ci37318312,2015-02-20T03:17:54.882Z,"11km NE of Coso Junction, California",earthquake
2015-02-18T13:18:49.000Z,63.1204,-150.4995,113.5,1.3,ml,,,,0.57,ak,ak11511763,2015-02-24T20:54:20.060Z,"83km WSW of Cantwell, Alaska",earthquake
2015-02-18T13:12:25.760Z,10.2991,-85.2165,52.75,4.5,mb,,148,0.259,0.83,us,usb000tq9p,2015-02-19T04:35:56.892Z,"19km SW of Canas, Costa Rica",earthquake
2015-02-18T13:07:57.000Z,52.5988,-169.7026,48.1,2.8,ml,,,,0.46,ak,ak11511761,2015-02-24T20:55:40.308Z,"67km WSW of Nikolski, Alaska",earthquake
2015-02-18T12:53:30.680Z,33.6666667,-116.932,9.23,0.64,ml,27,72,0.02147,0.14,ci,ci37318296,2015-02-18T17:00:28.708Z,"10km SSW of Valle Vista, California",earthquake
2015-02-18T12:52:13.000Z,61.4946,-149.9461,45.3,1.3,ml,,,,0.33,ak,ak11511759,2015-02-24T20:54:51.296Z,"3km S of Big Lake, Alaska",earthquake
2015-02-18T12:45:40.000Z,65.057,-146.1847,15,1.9,ml,,,,0.59,ak,ak11511756,2015-02-24T20:54:50.577Z,"60km NE of Eielson Air Force Base, Alaska",earthquake
2015-02-18T12:43:21.460Z,33.1071667,-116.577,13.1,0.8,ml,28,75,0.0313,0.29,ci,ci37318288,2015-02-18T17:00:17.442Z,"4km NE of Julian, California",earthquake
2015-02-18T12:23:58.000Z,38.8216667,-122.7978363,5.17,0.29,md,9,117,0.009714,0.02,nc,nc72396700,2015-02-18T14:54:02.643Z,"6km W of Cobb, California",earthquake
2015-02-18T12:23:53.000Z,62.2751,-147.1455,38.4,2.2,ml,,,,0.5,ak,ak11511736,2015-02-24T20:54:52.867Z,"85km WNW of Glennallen, Alaska",earthquake
2015-02-18T12:13:24.270Z,38.8429985,-122.8293304,2.52,1.36,md,21,62,0.006519,0.02,nc,nc72396690,2015-02-18T14:04:03.068Z,"9km WNW of Cobb, California",earthquake
2015-02-18T12:04:39.000Z,61.4835,-149.923,39.6,1,ml,,,,0.54,ak,ak11517141,2015-02-24T20:56:28.488Z,"4km SSE of Big Lake, Alaska",earthquake
2015-02-18T11:51:51.000Z,54.5915,-162.2832,49.2,2.5,ml,,,,0.33,ak,ak11511699,2015-02-24T20:55:58.136Z,"71km SSE of Cold Bay, Alaska",earthquake
2015-02-18T11:49:05.000Z,61.7073,-150.9024,59,1.1,ml,,,,0.54,ak,ak11517139,2015-02-24T20:56:27.542Z,"45km W of Willow, Alaska",earthquake
